"gene_id","master_id","skel_code","skel_elem","year_pub","pub_abbr","doi","link","date_metho","date_BP","date_err","date_full","age_at_death","group","locality","pol_ent","lat","long","Pulldown.Strategy","suffices","data_type","no_lib","snps_1240k","snps_ho","mol_sex","ROH_tot","ROH_tot2","Y_hap","Y_hap2","Y.hap3","mtDNA_cov","mtDNA_hap","mtDNA_match","damage","sex_ratio","angsd","hapconx","lib_type","libs","endo","assess","assess_warn","mtDNA_hap_simp","y_hap_simp"
"I1792.AG","I1792","Gonur 2004 large pit, royal necropolis 3240(9)","tooth",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",4254,75,"2456-2200 calBCE (3840±35 BP, Poz-83487)",NA,"Turkmenistan_Gonur_BA_1_o3.AG","Gonur (Mary Region)","Turkmenistan",38.21228,62.03443,"Native Pulldown on 3.2M snpset","AG","1240k",3,47305,24614,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","J-Y22662","J2a1a1b",NA,"87.147022","T2d1a","[0.986,0.996]",NA,NA,NA,"n/a (<2000 X SNPs)","ds.half,ds.half,ds.half","S1792.E1.L1,S1792.E1.L2,S1792.E1.L3","0.0050,0.0018,0.013","QUESTIONABLE","sexratio.for.L3, popgen.outlier.for.L1","T2d","J2a"
"I1799.AG","I1799","UDG 53, Grave 5, Individual 1 (UDG53, DA-UDE0317-053, Grave 5, Individual 1 in a double burial) | DA-UDE0317-053, UDG Grave 5, Individual 1 (Grave 5, Individual 1 in a double burial)","bone",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20; R_combine",3003,40,"1124-984 calBCE (2876±19 BP) [R_combine: (2830±20 BP, PSUAMS-2632), (3098±45 BP, CEDAD-LTL13335A)]",NA,"Pakistan_Udegram_IA.AG","Udegram (Khyber-Pakhtunkwa, Swat Valley, Babozai tahsil)","Pakistan",34.74319,72.31422,"Native Pulldown on 3.2M snpset","AG","1240k",2,813777,435485,"M","29.617001","0","E-M123","E1b1b1b2a1",NA,"155.317581","T2a1b","[0.994,1]",NA,NA,"[0,0.168]","[0.007,0.01]","ds.half,ds.half","S8191.E1.L1,S1799.E1.L2","0.675,0.036","PASS","hapConX=[0.007,0.01]","T2a","E1b"
"I1805.AG","I1805","SINGOOR 20, Grave 51 (SINGOOR20, Grave 51, single burial)","bone",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",382,46,"1490-1649 calCE (310±30 BP, Beta-428668)",NA,"Pakistan_Singoor_Medieval.AG","Singoor (Khyber-Pakhtunkwa, Swat Valley)","Pakistan",36.2802778,72.4146694,"Native Pulldown on 3.2M snpset","AG","1240k",3,539441,283486,"M","5.682999","0","R-Z2122","R1a1a1b2a2",NA,"119.739514","M3a1+204","[0.988,0.999]",NA,NA,"[0,0.009]","[0.002,0.009]","ds.half,ds.half,ds.half","S1805.E1.L1,S1805.E1.L2,S1805.E1.L3","0.011,0.0050,0.0058","PASS",NA,"M3a","R1a"
"I1808.AG","I1808","PARWAK30, Grave 52 (Grave 52, single burial)",NA,2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",1121,49,"706-945 calCE (1200±30 BP, Beta-428663)",NA,"Pakistan_Parwak_Medieval.AG","Swat Valley, Parwak (Khyber-Pakhtunkwa, Swat Valley)","Pakistan",36.280247,72.414702,"Native Pulldown on 3.2M snpset","AG","1240k",3,89601,47129,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","J-Z534","J2b",NA,"14.98298","J1b1a1+146","[0.937,0.978]",NA,NA,"[0,0.044]","n/a (<2000 X SNPs)","ds.half,ds.half,ds.half","S1808.E1.L1,S1808.E1.L2,S1808.E1.L3","0.0046,0.0026,0.0036","PASS","mtcontam=[0.937,0.978]","J1b","J2b"
"I1842.AG","I1842","LY.II.A.10.15064","tooth",2019,"OlaldeScience2019","doi:10.1126/science.aav4040","ENA:PRJEB30874","Context (WARNING: CALIBRATION METHOD UNCLEAR, NEED TO CHANGE TO INTCAL20): Layer date based on stratigraphy of the site 2910-2885 calBCE (4290±40 BP, Beta-137895); 3020-2910 calBCE (4360±40 BP, Beta-137896); 3100-2900 calBCE (4390±40 BP, Beta-148054)",4850,58,"3000-2800 BCE",NA,"Spain_C.AG","Las Yurdinas II (Basque Country, Álava, Peñacerrada)","Spain",42.63,-2.7,"Native Pulldown on 3.2M snpset","AG","1240k",1,464400,242401,"M","37.997514","0","G-PF3147","G2a2a",NA,"155","H1e1a","[0.995,1.000]","0.049",0.426,"[0,0.001]","[0,0.003]","ds.half","S1842.E1.L2","0.012","PASS",NA,"H1e","G2a"
"I1845.AG","I1845","LHUE-Pet1: LHUE-2010, CUADRO KII, Sector 7, L-IV.","petrous",2019,"OlaldeScience2019","doi:10.1126/science.aav4040","ENA:PRJEB30874","Context: Layer dates of 2895-2671 calBCE (4200±30 BP, Beta-301226), 2912-2702 calBCE (4240±30 BP, Beta-301223), 3077-2899 calBCE (4350±30 BP, Beta-301222) calibrated by IntCal20",4825,130,"3100-2650 BCE",NA,"Spain_C.AG","Alto de la Huesera (Basque Country, Álava, Laguardia)","Spain",42.56946,-2.566,"Native Pulldown on 3.2M snpset","AG","1240k",1,417509,216256,"M","0","0","I-Y34539","I2a1b1b1a1~",NA,"15.1","K1a2c","[0.939,0.968]","0.052",0.413,"[0,0.01]","[0,0.008]","ds.half","S1845.E1.L2",NA,"PASS","mtcontam=[0.939,0.968], hapConX=[0,0.008]","K1a","I2a"
"I1876.AG","I1876","BAM4a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",7541,29,"5656-5536 calBCE (6677±27 BP, MAMS-11928)","35-45 yrs","Hungary_EN_Starcevo_1.AG","Mérnöki-telep (Tolna County, Szekszárd)","Hungary",46.208562,18.700047,"Native Pulldown on 3.2M snpset","AG","1240k",1,216198,110397,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-PF3147","G2a2a",NA,"47.7","K1a4","[0.983,0.993]","0.082",0.42,"n/a (123 SNPs)","[0,0.008]","ds.half","S2340.L1","0.049","PASS",NA,"K1a","G2a"
"I1877.AG","I1877","BAM13b | LP14.9=BAM13b","petrous",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",7567,39,"5713-5556 calBCE (6704±34 BP, MAMS-11933)","8-9 yrs","Hungary_EN_Starcevo_2.AG","Mérnöki-telep (Tolna County, Szekszárd)","Hungary",46.208562,18.700047,"Native Pulldown on 3.2M snpset","AG","1240k",2,747243,394067,"M","4.174006","0","G-P15","G2a",NA,"41.621824","X2d","[0.976,0.994]",NA,NA,"[0.002,0.019]","[0.004,0.009]","ds.half,ds.minus","S2341.L1,S3520.L1","0.099,0.099","PASS",NA,"X2d","G2a"
"I1878.AG","I1878","BAM17b | BAM17b (Grave 1483.)","petrous",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",7687,39,"5830-5664 calBCE (6857±31 BP, MAMS-11935)",NA,"Hungary_EN_Starcevo_1.AG","Mérnöki-telep (Tolna County, Szekszárd)","Hungary",46.208562,18.700047,"Native Pulldown on 3.2M snpset","AG","1240k",1,707068,373443,"M","4.029501","0","H-P96","H",NA,NA,"T1a2",NA,NA,NA,NA,"[0.003,0.007]","ds.half","S2342.L1","0.311","PASS","mtcontam=0.95, hapConX=[0.003,0.007]","T1a","H"
"I1879.AG","I1879","VINJ4a, Grave 7b ","tooth (canine)",2022,"LazaridisAlpaslanRoodenbergScience2022","doi:10.1126/science.abm4247","ENA:PRJEB54831","Direct: IntCal20",396,51,"1468-1636 calCE (348±26 BP, BRAMS-1303)","adult 45+ yrs","Croatia_Medieval_contam.AG","Vinkovci-Jugobanka (Vukovar-Syrmia County, Grad Vinkovci)","Croatia",45.28274,18.79404,"Native Pulldown on 3.2M snpset","AG","1240k",1,158313,81506,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","I-CTS10228","I2a1a2b1a1",NA,"102","V6","[0.869,0.895]","0.038",0.417,"n/a (63 SNPs)","[0,0.007]","ds.half","S2343.L1","0.273","PASS","mtcontam=[0.869,0.895], hapConX=[0,0.007]","V6","I2a"
"I1880.AG","I1880","LGCS1a | LP16.11 (LGCS1a)","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",7600,87,"5800-5500 BCE","35-44 yrs","Hungary_EN_Starcevo_2.AG","Lánycsók-Gata-Csatola (Baranya County, Bóly)","Hungary",45.993,18.58127,"Native Pulldown on 3.2M snpset","AG","1240k",1,550605,287560,"M","0","0","G-F872","G2a2b2b1a1",NA,NA,"W5",NA,NA,NA,NA,"[0.001,0.007]","ds.half","S2344.L1","0.192","PASS","mtcontam=0.96, hapConX=[0.001,0.007]","W5","G2a"
"I1882.AG","I1882","BUD4a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",7050,115,"5300-4900 BCE","25-35 yrs","Hungary_MN_LBK.AG","Szőlőskert-Tangazdaság (Pest County, Budakeszi)","Hungary",47.50163,18.910468,"Native Pulldown on 3.2M snpset","AG","1240k",1,179954,93468,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-P303","G2a2b2a",NA,"138","T1a","[0.997,1.000]","0.099",0.428,"n/a (72 SNPs)","[0,0.008]","ds.half","S2346.L1","0.084","PASS",NA,"T1a","G2a"
"I1883.AG","I1883","TOLM4a (TO26)","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",7146,74,"5303-5066 calBCE (6233±23 BP, MAMS-14145)","35-45 yrs","Hungary_MN_LBK_o.AG","Tolna-Mözs-TO26 (Tolna County, Tolna)","Hungary",46.407091,18.742154,"Native Pulldown on 3.2M snpset","AG","1240k",1,66332,33819,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-P15","G2a",NA,"40.8","K1a","[0.900,0.933]","0.099",0.433,"n/a (18 SNPs)","n/a (<2000 X SNPs)","ds.half","S2347.L1","0.021","QUESTIONABLE","mtcontam=[0.9,0.933]","K1a","G2a"
"I1893.AG","I1893","ALE14a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",6895,52,"5034-4846 calBCE (6049±29 BP, MAMS-14817)",NA,"Hungary_LN_Sopot.AG","Alsónyék-Elkerülő-2 (Tolna County, Szekszárd)","Hungary",46.204523,18.729916,"Native Pulldown on 3.2M snpset","AG","1240k",2,61201,31920,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-L30","G2a2b",NA,"632.909469","U8b1b","[0.996,1]",NA,NA,NA,"n/a (<2000 X SNPs)","ds,ds","S1897.L1,S1893.L1","0.0069,0.011","PASS",NA,"U8b","G2a"
"I1904.AG","I1904","BAL25b","petrous",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",7010,79,"5209-4941 calBCE (6115±35 BP, Poz-82584)","20-30 yrs","Hungary_MN_LBK.AG","Bátaszék-Lajvér (Tolna County, Szekszárd)","Hungary",46.20487,18.7004,"Native Pulldown on 3.2M snpset","AG","1240k",1,798727,423154,"M","12.147999","0","G-PF3148","G2a2a1",NA,"291","K1b1a","[0.984,0.991]","0.157",0.43,"[0.001,0.006]","[0.004,0.007]","ds.half","S1904.L1","0.356","PASS",NA,"K1b","G2a"
"I1926.AG","I1926","1V1a-H1 (Verteba-Cave, Sample 1 3.17.1)","tooth",2018,"MathiesonNature2018","doi:10.1038/nature25778","ENA:PRJEB22652","Direct: IntCal20; R_combine",5649,35,"3769-3648 calBCE (4938±22 BP) [R_combine: (4890±30 BP, Beta-432808); (4985±30 BP, OxA-25991)]","35-45 yrs","Ukraine_Eneolithic_Trypillia.AG","Verteba Cave (Ternopil Oblast, Chortkiv District, Bilche-Zolote municipality)","Ukraine",48.7889,25.8715,"Native Pulldown on 3.2M snpset","AG","1240k",1,225490,118708,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-P303","G2a2b2a",NA,"408","H5a","[0.995,1.000]","0.085",0.43,"n/a (106 SNPs)","[0,0.019]","ds.half","S1926.E1.L2","0.0097","PASS",NA,"H5a","G2a"
"I1945.AG","I1945","GD16 (Ganj-Dareh)","petrous",2016,"NarasimhanPattersonScience2019 (supplement of LazaridisNature2016)","doi:10.1126/science.aat7487",NA,"Context: Archaeological",9800,87,"8000-7700 BCE",NA,"Iran_GanjDareh_N.AG","Ganj Dareh (Hamadan Province, Tuyserkan)","Iran",34.45,48.116,"Native Pulldown on 3.2M snpset","AG","1240k",2,252038,131514,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-Y3399","R2",NA,"14.20985","J1","[0.911,0.973]",NA,NA,"[0,0]","[0,0.009]","ds.half,ds.half","S1945.E1.L2,S1945.E1.L3","0.038,0.037","PASS","ANGSD=[0,0], mtcontam=[0.911,0.973], hapConX=[0,0.009]","J1","R2"
"I1946.AG","I1946","GD20 (Ganj Dareh #20, YA M)","petrous",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Context: Date(s) on children, I1947 and I1952",10000,115,"8250-7850 BCE",NA,"Iran_GanjDareh_N_father.I1947_father.I1952.AG","Ganj Dareh (Hamadan, Tuyserkan)","Iran",34.45,48.116,"Native Pulldown on 3.2M snpset","AG","1240k",2,167840,87152,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-Y3399","R2",NA,"12.201883","U7","[0.932,0.983]",NA,NA,NA,"[0,0.017]","ds.half,ds.half","S1946.E1.L2,S1946.E1.L3","0.026,0.027","PASS",NA,"U7","R2"
"I1947.AG","I1947","GD22 (Ganj Dareh #22)","petrous",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",9992,105,"8211-7827 calBCE (8860±30 BP, Beta-432800)",NA,"Iran_GanjDareh_N.AG","Ganj Dareh (Hamadan Province, Tuyserkan)","Iran",34.45,48.116,"Native Pulldown on 3.2M snpset","AG","1240k",3,926654,485974,"M","24.870903","0","R-Y3399","R2",NA,"129.080633","R2b","[0.986,0.998]",NA,NA,"[0,0.007]","[0.004,0.007]","ds.half,ds.half,ds.half","S1947.E1.L1,S1947.E1.L2,S1947.E1.L3","..,0.219,0.134","PASS",NA,"R2b","R2"
"I1949.AG","I1949","GD37 (Ganj Dareh #37)","petrous",2016,"NarasimhanPattersonScience2019 (supplement of LazaridisNature2016)","doi:10.1126/science.aat7487",NA,"Direct: IntCal20",10042,90,"8242-7954 calBCE (8915±40 BP, PSUAMS-2261)",NA,"Iran_GanjDareh_N.AG","Ganj Dareh (Hamadan, Tuyserkan)","Iran",34.45,48.116,"Native Pulldown on 3.2M snpset","AG","1240k",3,147356,77271,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-Y3399","R2",NA,"13.450057","R2b","[0.911,0.974]",NA,NA,NA,"[0.004,0.051]","ds.half,ds.half,ds.half","S1949.E1.L1,S1949.E1.L2,S1949.E1.L3","0.025,0.055,0.048","PASS","mtcontam=[0.911,0.974], hapConX=[0.004,0.051]","R2b","R2"
"I1952.AG","I1952","GD40 (Ganj Dareh #40)","petrous",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",9952,130,"8219-7770 calBCE (8850±50 BP, Poz-81114)",NA,"Iran_GanjDareh_N_son.I1946_brother.I1947.AG","Ganj Dareh (Hamadan, Tuyserkan)","Iran",34.45,48.116,"Native Pulldown on 3.2M snpset","AG","1240k",2,208641,110169,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-Y3399","R2",NA,"37.977911","R","[0.724,0.823]",NA,NA,"[0,0.152]","[0.054,0.107]","ds.half,ds.half","S1952.E1.L1,S1952.E1.L2","0.035,0.070","CRITICAL","mtcontam=[0.724,0.823], hapConX=[0.054,0.107]","R","R2"
"I1954.AG","I1954","GD41 (Ganj Dareh #41)","petrous",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",10162,80,"8295-7976 calBCE (9000±40 BP, Beta-436170)",NA,"Iran_GanjDareh_N.AG","Ganj Dareh (Hamadan, Tuyserkan)","Iran",34.45,48.116,"Native Pulldown on 3.2M snpset","AG","1240k",3,929338,490900,"M","170.049213","57.585803","R-Y3399","R2",NA,"71.791357","R2b","[0.946,0.973]",NA,NA,"[0,0.004]","[0.005,0.008]","ds.half,ds.half,ds.half","S1954.E1.L1,S1954.E1.L2,S1954.E1.L3","0.053,0.099,0.077","PASS","mtcontam=[0.946,0.973], hapConX=[0.005,0.008]","R2b","R2"
"I1970.AG","I1970","V-2","tooth",2018,"OlaldeNature2018","doi:10.1038/nature25738","ENA:PRJEB23635","Direct: IntCal20",4635,108,"2876-2491 calBCE (4100±60 BP, GrN-10972)",NA,"Portugal_C.AG","Verdelha dos Ruivos (Lisbon, Vialonga)","Portugal",38.875,-9.075,"Native Pulldown on 3.2M snpset","AG","1240k",1,212143,109761,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","I-PF692","I2a1b1b",NA,"32.7","X2","[0.980,0.991]","0.125",0.412,"n/a (81 SNPs)","[0.001,0.022]","ds.half","S1970.E1.L2","0.046","PASS",NA,"X2","I2a"
"I1976.AG","I1976","ES.1/4","tooth",2017,"OlaldeScience2019 (supplement of LipsonNature2017)","doi:10.1126/science.aav4040",NA,"Direct: IntCal20",4427,63,"2571-2347 calBCE (3960±30 BP, Beta-299306)",NA,"Spain_C.AG","El Sotillo (Basque Country, Álava, Laguardia)","Spain",42.5731538,-2.621938,"Native Pulldown on 3.2M snpset","AG","1240k",3,141847,74126,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","I-L38","I2a1b2a",NA,"110.65864","H3","[0.991,1]",NA,NA,NA,"[0,0.013]","ds.half,ds.half,ds.half","S1976.E1.L1,S1976.E1.L2,S1976.E1.L3","0.012,0.0069,0.012","PASS",NA,"H3","I2a"
"I1985.AG","I1985","UDG 34, Grave 10, Individual 1 (UDG34) | UDG 39, Grave 10, Individual 1 (UDG39)","bone",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20; R_combine",2939,43,"1107-913 calBCE (2837±25 BP) [R_combine: (2880±30 BP, Beta-428667), (2758±40 BP, CEDAD-LTL13334A)]",NA,"Pakistan_Udegram_IA.AG","Udegram (Khyber-Pakhtunkwa, Swat, Babozai tahsil)","Pakistan",34.74319,72.31422,"Native Pulldown on 3.2M snpset","AG","1240k",3,889951,470382,"M","0","0","E-M123","E1b1b1b2a1",NA,"29.042972","M65a+@16311","[0.939,0.975]",NA,NA,"[0,0.007]","[0.007,0.01]","ds.half,ds.half,ds.half","S1985.E1.L1,S1995.E1.L1,S1985.E1.L2","0.0058,0.0041,0.0074","PASS","mtcontam=[0.939,0.975], hapConX=[0.007,0.01]","M65","E1b"
"I1992.AG","I1992","UDG 12, Grave 29, Individual 1 (UDG12, Grave 29, Individual 1 in a double burial)","tooth",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",3025,55,"1203-941 calBCE (2890±30 BP, Beta-428665)",NA,"Pakistan_Udegram_IA_o.AG","Udegram (Khyber-Pakhtunkwa, Swat Valley, Babozai tahsil)","Pakistan",34.74319,72.31422,"Native Pulldown on 3.2M snpset","AG","1240k",3,46913,24406,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","E","E",NA,"5.628765","U5a1+@16192","[0.701,0.876]",NA,NA,NA,"n/a (<2000 X SNPs)","ds.half,ds.half,ds.half","S1992.E1.L1,S1992.E1.L2,S1992.E1.L3","0.0024,0.0039,0.0042","CRITICAL","mtcontam=[0.701,0.876]","U5a","E"
"I2021.AG","I2021","HAL21a","tooth",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",7125,188,"5500-4850 BCE",NA,"Germany_EN_LBK_lc.AG","Halberstadt-Sonntagsfeld (Sachsen-Anhalt, Sachsen-Anhalt, Harz)","Germany",51.8958333,11.0466667,"Native Pulldown on 3.2M snpset","AG","1240k",1,14554,7640,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","CT","CT",NA,NA,"T2b",NA,NA,NA,NA,"n/a (<2000 X SNPs)","ds.half","S2021.aL1","0.01394","PASS",NA,"T2b","CT"
"I2026.AG","I2026","HAL27a","bone",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",7125,188,"5500-4850 BCE",NA,"Germany_EN_LBK.AG","Halberstadt-Sonntagsfeld (Sachsen-Anhalt, Sachsen-Anhalt, Harz)","Germany",51.8958333,11.0466667,"Native Pulldown on 3.2M snpset","AG","1240k",1,58511,30588,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-P15","G2a",NA,NA,"N1a1a1a3",NA,NA,NA,NA,"n/a (<2000 X SNPs)","ds.half","S2026.aL1","0.0203","PASS",NA,"N1a","G2a"
"I2037.AG","I2037","HAL39b","tooth",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",7050,67,"5210-4998 calBCE (6144±32 BP, KIA-40343)",NA,"Germany_EN_LBK.AG","Halberstadt-Sonntagsfeld (Sachsen-Anhalt, Sachsen-Anhalt, Harz)","Germany",51.8958333,11.0466667,"Native Pulldown on 3.2M snpset","AG","1240k",1,92944,48707,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G","G",NA,NA,"H1e",NA,NA,NA,NA,"n/a (<2000 X SNPs)","ds.half","S2037.aL1","0.00411","PASS",NA,"H1e","G"
"I2062.AG","I2062","Tel Shadud L.112","petrous",2017,"VanDenBrink2017","doi:10.1080/00758914.2017.1368204",NA,"Direct: IntCal20",3170,68,"1384-1112 calBCE (2990±35 BP, Poz-83506)",NA,"Israel_MLBA.AG","Tel Shadud (Northern District, Yizre'el)","Israel",32.6602718,35.2344385,"Native Pulldown on 3.2M snpset","AG","1240k",1,626296,330947,"M","0","0","R-M269","R1b1a1b",NA,"275","H+16129","[0.980,0.990]","0.218",0.425,"[0.005,0.017]","[0.011,0.019]","ds.half","S2062.E1.L1","0.134","QUESTIONABLE","ANGSD=[0.005,0.017], hapConX=[0.011,0.019]","H+1","R1b"
"I2071.AG","I2071","230/16 (Ust'-Kuyum, burial 10)","tooth (premolar)",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20; R_combine",4940,47,"3088-2919 calBCE (4389±18 BP) [R_combine: (4260±35 BP, Poz-83510), (4423±29 BP, OxA-31219), (4442±29 BP, OxA-31220)]",NA,"Russia_Afanasievo.AG","Ust'-Kuyum (Altai Republic, Chemalsky District, Elekmonar Village)","Russia",51.4968,85.9717,"Native Pulldown on 3.2M snpset","AG","1240k",1,515744,271452,"M","25.931396","0","R-M12149","R1b1a1b1b",NA,"392","H6a1b","[0.994,1.000]","0.033",0.421,NA,"[0,0.002]","ds.half","S2071.E1.L1","0.085","PASS",NA,"H6a","R1b"
"I2085.AG","I2085","Gonur 2004 Area 8 Cist 3201 N28m","bone",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",3881,37,"2020-1882 calBCE (3580±20 BP, PSUAMS-2313)",NA,"Turkmenistan_Gonur_BA_1.AG","Gonur (Mary Region)","Turkmenistan",38.21228,62.03443,"Native Pulldown on 3.2M snpset","AG","1240k",3,143790,75502,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","E-M34","E1b1b1b2a1a~",NA,"29.122578","HV1a3a","[0.955,0.985]",NA,NA,"[0,0.169]","[0.009,0.051]","ds.half,ds.half,ds.half","S2085.E1.L1,S2085.E1.L2,S2085.E1.L3","0.0045,0.0032,0.0027","PASS","hapConX=[0.009,0.051]","HV1","E1b"
"I2087.AG","I2087","Gonur Tomb 1506 sample 32","tooth",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",4051,48,"2197-2034 calBCE (3715±20 BP, PSUAMS-2335)",NA,"Turkmenistan_Gonur_BA_1.AG","Gonur (Mary Region)","Turkmenistan",38.21228,62.03443,"Native Pulldown on 3.2M snpset","AG","1240k",3,75181,39281,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R2","R2",NA,"49.823586","HV12b1","[0.975,0.993]",NA,NA,NA,"n/a (<2000 X SNPs)","ds.half,ds.half,ds.half","S2087.E1.L1,S2087.E1.L2,S2087.E1.L3","0.0075,0.0089,0.0076","PASS",NA,"HV1","R2"
"I2097.AG","I2097","HSMC-99-300/HSMC#3","petrous",2016,"ReichWorkingPaper2016","No doi (working paper posted on laboratory website at https://reich.hms.harvard.edu/sites/reich.hms.harvard.edu/files/inline-files/10_24_2016_Screening_report_for_St_Marys_City_burials_FINAL_IL.pdf)","ENA:PRJEB16735","Context: Historical known death date of this individual",268,1,"1682 CE",NA,"USA_MD_EuropeanAmerican.AG","Historic St. Mary's City (Maryland, St. Mary's County)","USA",38.18333,-76.4333,"Native Pulldown on 3.2M snpset","AG","1240k",1,602592,329652,"M","0","0","R-M222","R1b1a1b1a1a2c1a1a1a1a1",NA,"419","V24","[0.979,0.997]","0.102",0.437,"[0.001,0.009]","[0.004,0.009]","ds.minus","S2097.E1.L4","0.243","PASS",NA,"V24","R1b"
"I2099.AG","I2099","HSMC-99-100 (Philip Calvert)","bone (long bone)",2016,"ReichWorkingPaper2016","No doi (working paper posted on laboratory website at https://reich.hms.harvard.edu/sites/reich.hms.harvard.edu/files/inline-files/10_24_2016_Screening_report_for_St_Marys_City_burials_FINAL_IL.pdf)","ENA:PRJEB16735","Context: Historical known death date of this individual",268,1,"1682 CE",NA,"USA_MD_EuropeanAmerican_father.I2097.AG","Historic St. Mary's City (Maryland, St. Mary's County)","USA",38.18333,-76.4333,"Native Pulldown on 3.2M snpset","AG","1240k",1,320018,172574,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-M222","R1b1a1b1a1a2c1a1a1a1a1",NA,"234","T2b4c","[0.989,0.999]","0.1",0.454,"[0,0.014]","[0,0.011]","ds.minus","S2099.E1.L1","0.027","PASS",NA,"T2b","R1b"
"I2111.AG","I2111","5.V5a-H5 (Verteba-Cave)","bone (cranial)",2018,"MathiesonNature2018","doi:10.1038/nature25778","ENA:PRJEB22652","Direct: IntCal20",5622,35,"3765-3543 calBCE (4888±32 BP, OxA-26204)","30-40 yrs","Ukraine_Eneolithic_Trypillia.AG","Verteba Cave (Ternopil Oblast, Chortkiv District, Bilche-Zolote municipality)","Ukraine",48.7889,25.8715,"Native Pulldown on 3.2M snpset","AG","1240k",1,63967,33832,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-P15","G2a",NA,"40.8","HV","[0.962,0.978]","0.113",0.408,"n/a (7 SNPs)","n/a (<2000 X SNPs)","ds.half","S2111.E1.L1","0.0031","MERGE_PASS","mtcontam=[0.962,0.978]","HV","G2a"
